committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Małgorzata Halida, ,,,,,,,,,1,,,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Ewa Majewska, ,,,,,,,,,1,,,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Marcin Mazur, ,,,,,,,,,1,,,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Barbara Stanisławska, przedstawiciele Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Małgorzata Skucha, zastępca prezesa Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Janusz Włodarski, prezes Państwowej Agencji Atomistyki wraz ze współpracownikami ,,,,,,,,,,,1,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Teresa Warchałowska, zastępca dyrektora Departamentu Środowiska Rolnictwa i Zagospodarowania Przestrzennego w Najwyższej Izbie Kontroli   ,,,,,,,,,,,1,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Marek Gromiec, i prof. ,,,,,,,,,,,,,,,,,
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,Stanisław Speczik, eksperci Komisji.,,,,,,,,,,,,,,,,,1
OSZ,VII,3,"  - informacja ministra środowiska Marcina Korolca na temat planowanych zamierzeń resortu, ze szczególnym uwzględnieniem działań w 2020 r.;    - sprawy bieżące.  ",,"Bogusława Kram, Krystyna Pająk, Piotr Wołejko", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Janusz Zaleski, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Marian Pigan, dyrektor generalny Państwowego Gospodarstwa Leśnego „Lasy Państwowe” ,Lasy Państwowe,,,,,,,,,,,,,,,,1
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Grzegorz Furmański, i ,,,,,,,,,,,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Tomasz Wójcik, zastępcy dyrektora generalnego PGL LP ,,,,,,,,,,,,,,,,,1
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Jan Wiater, wiceprezes Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Katarzyna Papińska, doradca w Najwyższej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Tomasz Zawiła-Niedźwiecki, dyrektor Instytutu Badawczego Leśnictwa ,,,,,,,,1,,,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Piotr Lutyk, przedstawiciel NSZZ „Solidarność”   ,NSZZ Solidarność,NSZZ Solidarność,,,,1,,,,,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Dariusz Gronek, ,,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Marek Gromiec, ,,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Andrzej Grzywacz ,i ,,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Piotr Paschalis-Jakubowicz, - eksperci Komisji.,,,,,,,,,,1,,,,,,,1
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Bogusława Kram,,,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,, Krystyna Pająk ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Piotr Wołejko, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,4,  - rozpatrzenie rządowego dokumentu „Informacja o stanie lasów oraz o realizacji »Krajowego programu zwiększania lesistości« w 2010 roku” (druk nr 45);    - rozpatrzenie projektu planu pracy Komisji na okres od 1 stycznia do 30 czerwca 2012 r.;    - uzupełnienie składu prezydium Komisji.  ,,Mirosław Gwiazdowicz, - specjalista z Biura Analiz Sejmowych.,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Janusz Zaleski, podsekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Katarzyna Papińska, doradca techniczny w Najwyższej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Leszek Jóskowiak, p.o. dyrektora Departamentu Ochrony Przyrody w Narodowym Funduszu Ochrony Środowiska i Gospodarki Wodnej   ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Marta Wiśniewska, przedstawicielka Komitetu Inicjatywy Obywatelskiej. ,,,,,,,,,,,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Anna Jasieńska,,,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,, Bogusława Kram,,,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,, Dariusz Myrcha,,,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,, Krystyna Pająk ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Piotr Wołejko - ,z sekretariatów Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Michał Baranowski ,i ,,,,,,,,,,1,,,,,,,
OSZ,VII,5,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Radosław Radosławski, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,Marian Cichosz, wiceprezes Najwyższej Izby Kontroli wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,Andrzej Jagusiewicz, główny inspektor ochrony środowiska wraz ze współpracownikiem ,,,,,,,,,,,1,,,,,,
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,Małgorzata Skucha, wiceprezes Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej   prof. ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,Marek Gromiec, prof. ,,,,,,,,,,,,,,,,,
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,Stanisław Speczik, i ,,,,,,,,,,1,,,,,,,
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,Dariusz Gronek, - eksperci Komisji.,,,,,,,,,,1,,,,,,,1
OSZ,VII,6,  - informację Najwyższej Izby Kontroli o wynikach kontroli zarządzania środowiskiem w gminach.  ,,"Sławomir Jakubczak, Bogusława Kram, Dariusz Myrcha, Anna Szała, Krystyna Pająk, Piotr Wołejko", - z sekretariatów komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,7,"  - pierwsze czytanie rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175),    - rozpatrzenie wniosku o powołanie podkomisji nadzwyczajnej do rozpatrzenia rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ",,Beata Jaczewska, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,7,"  - pierwsze czytanie rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175),    - rozpatrzenie wniosku o powołanie podkomisji nadzwyczajnej do rozpatrzenia rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ",,Anna Stachura ,główny specjalista w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VII,7,"  - pierwsze czytanie rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175),    - rozpatrzenie wniosku o powołanie podkomisji nadzwyczajnej do rozpatrzenia rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ",,Maria Pokora, doradca w Najwyższej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
OSZ,VII,7,"  - pierwsze czytanie rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175),    - rozpatrzenie wniosku o powołanie podkomisji nadzwyczajnej do rozpatrzenia rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ",,Małgorzata Skucha, wiceprezes Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami.,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,7,"  - pierwsze czytanie rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175),    - rozpatrzenie wniosku o powołanie podkomisji nadzwyczajnej do rozpatrzenia rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ",,"Bogusława Kram, Piotr Wołejko", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,7,"  - pierwsze czytanie rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175),    - rozpatrzenie wniosku o powołanie podkomisji nadzwyczajnej do rozpatrzenia rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ",,"Michał Baranowski, Radosław Radosławski", - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Beata Jaczewska, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Małgorzata Skucha ,zastępca Prezesa Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Anna Krzywicka, zastępca Dyrektora Departamentu Środowiska Najwyższej Izby Kontroli   ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Marek Gromiec, ,,,,,,,,,,1,,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Dariusz Gronek, ,,,,,,,,,,1,,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Stanisław Speczik, eksperci Komisji.,,,,,,,,,,1,,,,,,,1
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,,Bogusława Kram,,,,,,,,,,,1,,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,, Krystyna Pająk,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,8,  - informację Ministra Środowiska pt. „Podsumowanie polskiej prezydencji w obszarze ochrony środowiska”.  ,, Piotr Wołejko, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Beata Jaczewska, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Anna Stachura ,główny specjalista w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Elżbieta Wróblewska, główny specjalista w Ministerstwie Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Maria Pokora, doradca w Najwyższej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Małgorzata Skucha, wiceprezes Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami   ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Dariusz Gronek, ekspert Komisji.,,,,,,,,,,1,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Bogusława Kram,,,,,,,,,,,1,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,, Krystyna Pająk ,i ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Piotr Wołejko, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,,Michał Baranowski ,i,,,,,,,,,,1,,,,,,,
OSZ,VII,9,  - sprawozdanie podkomisji nadzwyczajnej o rządowym projekcie ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druk nr 175).  ,, Radosław Radosławski, - legislatorzy z Biura Legislacyjnego. ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VII,10,  - wysłuchanie publiczne w sprawie obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Błąd,,,,,,,,,,,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Beata Jaczewska, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Janusz Pilitowski, dyrektor Departamentu Energii Odnawialnej Ministerstwa Gospodarki wraz ze współpracownikami ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Lidia Wojtal ,starszy specjalista w Ministerstwie Spraw Zagranicznych ,,,,,,,,,1,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Edward Basiński, ,,,,,,,,,1,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Marcin Kowalczyk, ,,,,,,,,,1,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Ewa Majewska, przedstawiciele Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Teresa Warchałowska, zastępca dyrektora Departamentu Środowiska Najwyższej Izby Kontroli wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
