num,term_office,committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
1607,VI,OSZ,VI,136,,,Piotr Otawski, zast?pca generalnego dyrektora ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1608,VI,OSZ,VI,136,,,Agnieszka Kostrzewa, przedstawicielka Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1609,VI,OSZ,VI,136,,,Anna Klisowska, i  ,,,,,,,,,1,,,,,,,,
1610,VI,OSZ,VI,136,,,Dorota Urbanowska, przedstawicielki Ministerstwa Rolnictwa i Rozwoju Wsi ,,,,,,,,,1,,,,,,,,
1611,VI,OSZ,VI,136,,,Katarzyna Papi?ska, przedstawicielka Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1612,VI,OSZ,VI,136,,,Leszek Jóskowiak, p.o. dyrektora Departamentu Ochrony Przyrody Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej dr ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1613,VI,OSZ,VI,136,,,Anna Kalinowska, dyrektor Uniwersyteckiego Centrum Bada? nad ?rodowiskiem Przyrodniczym UW wraz ze wspó?pracownikami dr ,,,,,,,,1,,,,,,,,,
1614,VI,OSZ,VI,136,,,Przemys?aw Chylarecki, pracownik Muzeum i Instytutu Zoologii Polskiej Akademii Nauk w Warszawie dr ,,,,,,,,1,,,,,,,,,
1615,VI,OSZ,VI,136,,,Agata Cieszewska, adiunkt w Szkole G?ównej Gospodarstwa Wiejskiego w Warszawie ,,,,,,,,1,,,,,,,,,
1616,VI,OSZ,VI,136,,,Wojciech Dudziuk, dyrektor Biebrza?skiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1617,VI,OSZ,VI,136,,,Jerzy Misiak, dyrektor Kampinoskiego Parku Narodowego prof. dr hab. ,,,,,,,,,,,1,,,,1,,
1618,VI,OSZ,VI,136,,,Henryk Okarma, dyrektor Instytutu Ochrony Przyrody PAN w Krakowie ,PAN,,,,,,,1,,,,,,,,,
1619,VI,OSZ,VI,136,,,Tomasz Podgajniak, wiceprezes PROEKO Sp. z o.o. Firmy Konsultingowej Ochrony ?rodowiska cz?onka Grupy CDM dr ,,,,,,,1,,,,,,,,,,
1620,VI,OSZ,VI,136,,,Janusz Radziejowski, cz?onek Pa?stwowej Rady Ochrony ?rodowiska ,,,,,,,,,1,,,,,,,,
1621,VI,OSZ,VI,136,,,Andrzej Raj, dyrektor Karkonoskiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1622,VI,OSZ,VI,136,,,Józef Partyka, zast?pca dyrektora Ojcowskiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1623,VI,OSZ,VI,136,,,Magda, ,,,,,,,,,,,,,,,,,
1624,VI,OSZ,VI,136,,,Romanowicz ,przedstawicielka WWF Polska ,WWF Polska,WWF,1,,,,,,,,,,,,,,
1625,VI,OSZ,VI,136,,,Kinga Schlesinger, z polskiego przedstawicielstwa Komisji Europejskiej ,,,,,,,,,,,,,,,1,,
1626,VI,OSZ,VI,136,,,Pawe? Skawi?ski, dyrektor Tatrza?skiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
1627,VI,OSZ,VI,136,,,Bohdan Szyma?ski, przedstawiciel Polskiego Klubu Ekologicznego dr ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1628,VI,OSZ,VI,136,,,Zenon Tederko, koordynator w Biurze Przyrodniczej Pomocy Technicznej OTOP prof. dr hab. ,,,,,,,,,,,,,,,,,
1629,VI,OSZ,VI,136,,,Jan ?elazo, pracownik naukowy Szko?y G?ównej Gospodarstwa Wiejskiego w Warszawie.,SGGW,SGGW,,,,,,1,,,,,,,,,
1630,VI,OSZ,VI,136,,,"Krystyna Paj?k, Bogus?awa Kram, Kamil  Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1631,VI,OSZ,VI,136,,,"El?bieta Berkowska, Miros?aw Gwiazdowicz, Miros?aw Sobolewski ",specjali?ci z Biura Analiz Sejmowych.,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
1632,VI,OSZ,VI,137,  - rozpatrzenie poprawki zg?oszonej w trakcie drugiego czytania rz?dowego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska oraz ustawy o planowaniu i zagospodarowaniu przestrzennym (druk nr 3027); ,,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1633,VI,OSZ,VI,137,  - informacja nt. realizacji 'Programu Rozwoju Obszarów Wiejskich 2007-2013' w aspekcie ochrony ?rodowiska; ,,Andrzej Jagusiewicz, g?ówny inspektor ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1634,VI,OSZ,VI,137,  - informacja nt. rolnictwa ekologicznego oraz systemu rolniczych dop?at ?rodowiskowych; ,,Nina  Dobrzy?ska, zast?pca dyrektora Departamentu Rozwoju Obszarów Wiejskich Ministerstwa Rolnictwa i Rozwoju Wsi ,,,,,,,,,1,,,,,,,,
1635,VI,OSZ,VI,137,  - sprawy bie??ce.  ,,Dariusz Goszczy?ski, zast?pca dyrektora Departamentu Rynków Rolnych MRiRW ,,,,,,,,,1,,,,,,,,
1636,VI,OSZ,VI,137,,,Wiktor Gacperski, g?ówny specjalista w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1637,VI,OSZ,VI,137,,,Wioletta Wola?ska, starszy specjalista w MF ,,,,,,,,,1,,,,,,,,
1638,VI,OSZ,VI,137,,,Andrzej Kojtych, g?ówny specjalista w Najwy?szej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
1639,VI,OSZ,VI,137,,,Bohdan Szyma?ski, przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1640,VI,OSZ,VI,137,,,Krystyna Paj?k, i,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1641,VI,OSZ,VI,137,,, Kamil Mica?, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1642,VI,OSZ,VI,137,,,Przemys?aw Sad?o?, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1643,VI,OSZ,VI,138,  - informacj? nt. stopnia wdra?ania Dyrektywy Wodnej oraz Dyrektywy Powodziowej.  ,,Henryk Jacek Jezierski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1644,VI,OSZ,VI,138,,,Janusz Wi?niewski, wiceprezes Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1645,VI,OSZ,VI,138,,,Agnieszka Kostrzewa, g?ówny specjalista w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1646,VI,OSZ,VI,138,,,Maria Zalewska, g?ówny specjalista w Ministerstwie Rozwoju Regionalnego ,Ministerstwo Rozwoju Regionalnego,MRR,,,,,,,1,,,,,,,,
1647,VI,OSZ,VI,138,,,Andrzej Sidorski, zast?pca dyrektora Departamentu Gospodarki Wodnej w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1648,VI,OSZ,VI,138,,,Maria Pokora, doradca techniczny w Najwy?szej Izbie Kontroli prof. dr hab. ,,,,,,,,,,,1,,,,,,
1649,VI,OSZ,VI,138,,,Zbigniew Kledy?ski, kierownik Zak?adu Budownictwa Wodnego i Hydrauliki Politechniki Warszawskiej dr in?. ,Politechnika Warszawska,,,,,,,1,,,,,,,,,
1650,VI,OSZ,VI,138,,,Janusz ?elazi?ski, ekspert Komisji ,,,,,,,,,,1,,,,,,,
1651,VI,OSZ,VI,138,,,Bohdan Szyma?ski, przedstawiciel Polskiego Klubu Ekologicznego in?. ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1652,VI,OSZ,VI,138,,,Jerzy Iwanicki, ,,,,,,,,,,,,,,,,,
1653,VI,OSZ,VI,138,,,Jacek Zy?k, redaktor naczelny dwutygodnika '?rodowisko'   ,"dwutygodnik ""?rodowisko""",,,,,,,,,,,,,,,,1
1654,VI,OSZ,VI,138,,,Jolanta, ,,,,,,,,,,,,,,,,,
1655,VI,OSZ,VI,138,,,Czudek-Kiers, dziennikarka 'Gazety Prawnej'.,Gazeta Prawna,Gazeta Prawna,,,,,,,,,,,,,,,1
1656,VI,OSZ,VI,138,,,Krystyna Paj?k ,i ,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1657,VI,OSZ,VI,138,,,Kamil Mica?, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1658,VI,OSZ,VI,139,  - sytuacj? na po?udniu Polski w zwi?zku z wyst?puj?cymi tam powodziami oraz dzia?aniami podejmowanymi przez rz?d w celu zapobie?enia powstawaniu sytuacji powodziowych. ,,Tomasz Siemoniak, sekretarz stanu w Ministerstwie Spraw Wewn?trznych i Administracji wraz ze wspó?pracownikami ,Ministerstwo Spraw Wewn?trznych i Administracji,MSWiA,,,,,,,1,,,,,,,,
1659,VI,OSZ,VI,139,,,Kazimierz Plocke, sekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi wraz ze wspó?pracownikami ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
1660,VI,OSZ,VI,139,,,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1661,VI,OSZ,VI,139,,,gen. Wies?aw Le?niakiewicz, komendant g?ówny Pa?stwowej Stra?y Po?arnej wraz ze wspó?pracownikami,Pa?stwowa Stra? Po?arna,PSP,,,,,,,,,1,,,,,,
1662,VI,OSZ,VI,139,,, Leszek Karwowski ,prezes Krajowego Zarz?du Gospodarki Wodnej wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1663,VI,OSZ,VI,139,,,Dariusz Marczy?ski, dyrektor Krajowego Centrum Koordynacji Ratownictwa i Ochrony Ludno?ci ,,,,,,,,,,,1,,,,,,
1664,VI,OSZ,VI,139,,,W?adys?aw Majka ,wiceprezes zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1665,VI,OSZ,VI,139,,,Janusz Zwi?zek ,g?ówny lekarz weterynarii ,,,,,,,,,,,1,,,,,,
1666,VI,OSZ,VI,139,,,Teresa Warcha?owska ,wicedyrektor Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1667,VI,OSZ,VI,139,,,Dariusz Szwed, przewodnicz?cy Zieloni 2004 ,,,,,,,,,,,,,,,,,1
1668,VI,OSZ,VI,139,,,Jerzy Chro?cikowski ,przewodnicz?cy NSZZ RI 'Solidarno??'   ,NSZZ Solidarno??,NSZZ Solidarno??,,,,1,,,,,,,,,,,
1669,VI,OSZ,VI,139,,,Bohdan Szyma?ski, przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1670,VI,OSZ,VI,139,,,Jacek Karolak,,,,,,,,,,,,,,,,,,
1671,VI,OSZ,VI,139,,, Bogus?awa Kram,,,,,,,,,,,,,,,,,,
1672,VI,OSZ,VI,139,,, Kamil Mica?,,,,,,,,,,,,,,,,,,
1673,VI,OSZ,VI,139,,, Krystyna Paj?k,,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1674,VI,OSZ,VI,139,,, Anna Pilarska,,,,,,,,,,,,,,,,,,
1675,VI,OSZ,VI,139,,, Danuta Winiarczyk, i,,,,,,,,,,,,,,,,,
1676,VI,OSZ,VI,139,,, W?odzimierz Wieczorkowski ,- z sekretariatów Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1677,VI,OSZ,VI,140,  - sprawozdanie z wykonania bud?etu pa?stwa za okres od 1 stycznia do 31 grudnia 2009 r. (druk nr 3090) wraz z analiz? Najwy?szej Izby Kontroli w zakresie:  ,,Adam Zdzieb?o ,sekretarz stanu w Ministerstwie Rozwoju Regionalnego wraz ze wspó?pracownikami ,Ministerstwo Rozwoju Regionalnego,MRR,,,,,,,1,,,,,,,,
1678,VI,OSZ,VI,140,"  1) cz??ci bud?etowej 22 - Gospodarka wodna,  ",,Stanis?aw Gaw?owski, sekretarz stanu   ,,,,,,,,,,,,,,,,,
1679,VI,OSZ,VI,140,"  2) cz??ci bud?etowej 41 - ?rodowisko,  ",,Henryk Jacek Jezierski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1680,VI,OSZ,VI,140,"  3) cz??ci bud?etowej 68 - Pa?stwowa Agencja Atomistyki,  ",,Rafa? Jurkowlaniec, wojewoda dolno?l?ski pe?nomocnik rz?du ds. 'Programu dla Odry 2006' ,,,,,,,,,,,,1,,,,,
1681,VI,OSZ,VI,140,"  4) cz??ci bud?etowej 85 - Bud?ety wojewodów ogó?em, w zakresie dzia?ów:  ",,Ewa Paderewska, zast?pca dyrektora Departamentu Finansowania Sfery Bud?etowej Ministerstwa Finansów wraz ze wspó?pracownikami ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1682,VI,OSZ,VI,140,"  5) prefinansowania zada? przewidzianych do finansowania w ramach perspektywy finansowej 2000-2006 Funduszu Spójno?ci oraz ?rodków z Mechanizmu Finansowego Europejskiego Obszaru Gospodarczego, Norweskiego Mechanizmu Finansowego, ?rodków z funduszy strukturalnych i Funduszu Spójno?ci POIi? oraz SPO WKP; ",,Marian Kucharski, zast?pca dyrektora Departamentu Polityki Regionalnej i Rolnictwa Ministerstwa Finansów wraz ze wspó?pracownikami ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1683,VI,OSZ,VI,140,  6) przychody i wydatki pa?stwowego funduszu celowego - plan finansowy Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej .  ,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1684,VI,OSZ,VI,140,,,Andrzej Jagusiewicz, g?ówny inspektor ochrony ?rodowiska ,G?ówny Inspektor Ochrony ?rodowiska,,,,,,,,,,1,,,,,,
1685,VI,OSZ,VI,140,,,Micha? Kie?sznia, generalny dyrektor ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1686,VI,OSZ,VI,140,,,Ma?gorzata Skucha, wiceprezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1687,VI,OSZ,VI,140,,,Jacek  Engel, cz?onek Pa?stwowej Rady Ochrony Przyrody ,Pa?stwowa Rada Ochrony Przyrody,PROP,,,,,,,,,1,,,,,,
1688,VI,OSZ,VI,140,,,Janusz W?odarski, dyrektor generalny Pa?stwowej Agencji Atomistyki wraz ze wspó?pracownikami.,Pa?stwowa Agencja Atomistyki,,,,,,,,,,1,,,,,,
1689,VI,OSZ,VI,140,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1690,VI,OSZ,VI,141,  - rozpatrzenie informacji Ministra ?rodowiska nt. 'Stan realizacji zobowi?za? akcesyjnych Polski w dziedzinie ochrony ?rodowiska wynikaj?cych z Traktatu Akcesyjnego o przyst?pieniu Polski do Unii Europejskiej'; ,,Bernard B?aszczyk i Janusz Zaleski, podsekretarze stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1691,VI,OSZ,VI,141,  - rozpatrzenie sprawozdania z dzia?alno?ci Najwy?szej Izby Kontroli w 2009 r. (druk nr 3157) w zakresie w?a?ciwo?ci Komisji; ,,Danuta Kiepas ,przedstawicielka Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1692,VI,OSZ,VI,141,  - sprawy bie??ce.  ,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1693,VI,OSZ,VI,141,,,Adriana Dembowska, zast?pca dyrektora Departamentu Planowania i Zasobów Wodnych Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1694,VI,OSZ,VI,141,,,Jerzy Ziaja, prezes Ogólnopolskiej Izby Gospodarczej Recyklingu ,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
1695,VI,OSZ,VI,141,,,Adam Ma?yszko, prezes Stowarzyszenia Forum Recyklingu Samochodów ,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
1696,VI,OSZ,VI,141,,,Bohdan Szyma?ski, przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1697,VI,OSZ,VI,141,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1698,VI,OSZ,VI,142,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3169).  ,,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1699,VI,OSZ,VI,142,,,Agnieszka Kostrzewa, przedstawicielka Ministerstwa Finansów  ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1700,VI,OSZ,VI,142,,,Halina B?aszczyk, doradca techniczny w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1701,VI,OSZ,VI,142,,,Ewa Ma?lanka, przedstawicielka Unii Miasteczek Polskich ,Unia Miasteczek Polskich,,1,,,,,,,,,1,,,,,
1702,VI,OSZ,VI,142,,,Andrzej Grudzi?ski, i ,,,,,,,,,,,,,,,,,
1703,VI,OSZ,VI,142,,,Bohdan Szyma?ski, przedstawiciele Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1704,VI,OSZ,VI,142,,,"Anna Jasie?ska, Bogus?awa Kram, Kamil Mica?, Dariusz Myrcha, Krystyna Paj?k", - z sekretariatów Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1705,VI,OSZ,VI,142,,,Tomasz Jaroszy?ski, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1706,VI,OSZ,VI,143,  - wykorzystanie ?rodków unijnych przeznaczonych na inwestycje w ochronie ?rodowiska i efekty ekologiczne tych inwestycji; ,,Bernard B?aszczyk ,podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1707,VI,OSZ,VI,143,  - rozpatrzenie projektu dezyderatu w sprawie funkcjonowania parków narodowych; ,,Monika Pa?asz ,dyrektor Departamentu Koordynacji Programów Infrastrukturalnych w Ministerstwie Rozwoju Regionalnego wraz ze wspó?pracownikami ,Ministerstwo Rozwoju Regionalnego,MRR,,,,,,,1,,,,,,,,
1708,VI,OSZ,VI,143,  - rozpatrzenie projektu dezyderatu w sprawie wype?niania zobowi?za? traktatu akcesyjnego w zakresie gospodarki wodno-?ciekowej; ,,Irena Zwierzchowska, przedstawicielka Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1709,VI,OSZ,VI,143,  - rozpatrzenie projektu dezyderatu w sprawie ochrony przeciwpowodziowej; ,,Alicja Gruszecka, doradca techniczny w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,,,,,,,,,,1,,,,,,
1710,VI,OSZ,VI,143,  - sprawy bie??ce.  ,,Maria Starzy?ska, ,,,,,,,,,,,,,,,,,
1711,VI,OSZ,VI,143,,,Andrzej Muter, ,,,,,,,,,,,,,,,,,
1712,VI,OSZ,VI,143,,,Marcin Wi?niewski, przedstawiciele Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1713,VI,OSZ,VI,143,,,Maciej Sadowski, wiceprzewodnicz?cy Pa?stwowej Rady Ochrony ?rodowiska ,Pa?stwowa Rada Ochrony ?rodowiska,,,,,,,,1,,,,,,,,
1714,VI,OSZ,VI,143,,,Teresa Ze?, przedstawicielka Krajowego Zarz?du Gospodarki Wodnej.,,,,,,,,,,,1,,,,,,
1715,VI,OSZ,VI,143,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1716,VI,OSZ,VI,144,  - rozpatrzenie sprawozdania podkomisji nadzwyczajnej o rz?dowym projekcie ustawy o zmianie ustawy o Inspekcji Ochrony ?rodowiska  oraz ustawy o dzia?ach administracji rz?dowej (druk nr 2976); ,,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1717,VI,OSZ,VI,144,  - rozpatrzenie uchwa?y Senatu RP o stanowisku w sprawie ustawy o zmianie ustawy - Prawo ochrony ?rodowiska oraz ustawy o planowaniu i zagospodarowaniu przestrzennym (druk nr 3228).  ,,Andrzej Jagusiewicz, g?ówny inspektor ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1718,VI,OSZ,VI,144,,,Ma?gorzata Skucha, wiceprezes zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1719,VI,OSZ,VI,144,,,Halina B?aszczyk, doradca techniczny w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,,,,,,,,,,1,,,,,,
1720,VI,OSZ,VI,144,,,Ma?gorzata Zadro?na, specjalista w Ministerstwie Finansów.,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1721,VI,OSZ,VI,144,,,"Krystyna Paj?k, Bogus?awa Kram, Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1722,VI,OSZ,VI,144,,,Przemys?aw Sad?o?, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1723,VI,OSZ,VI,145,"  - przyj?cie planu pracy Komisji Ochrony ?rodowiska, Zasobów Naturalnych i Le?nictwa na okres od 1 sierpnia 2010 r. do 31 stycznia 2011 r.; ",,Janusz Zaleski, podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1724,VI,OSZ,VI,145,  - rozpatrzenie projektu dezyderatu do Prezesa Rady Ministrów w sprawie stanu realizacji zobowi?za? akcesyjnych Polski w dziedzinie ochrony ?rodowiska; ,,Katarzyna Papi?ska, doradca techniczny w Najwy?szej Izbie Kontroli   ,Najwy?sza Izba Kontroli,,,,,,,,,,1,,,,,,
1725,VI,OSZ,VI,145,  - sprawy bie??ce.  ,,Maciej Sadowski, wiceprzewodnicz?cy Pa?stwowej Rady Ochrony ?rodowiska.,Pa?stwowa Rada Ochrony ?rodowiska,,,,,,,,1,,,,,,,,
1726,VI,OSZ,VI,145,,,"Krystyna Paj?k, Bogus?awa Kram ",i ,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1727,VI,OSZ,VI,145,,,Kamil Mica?, - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1728,VI,OSZ,VI,146,"  - rz?dowe informacje o realizacji zada? 'Programu dla Odry - 2006' w roku 2008 (druk nr 2159) oraz w roku 2009 (druk nr 3213), ",,Stanis?aw Gaw?owski ,sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1729,VI,OSZ,VI,146,  - sprawozdanie z realizacji programu wieloletniego 'Program budowy Zbiornika Wodnego ?winna Por?ba w latach 2006-2010' za rok 2009 (druk nr 3136).  ,,Stanis?aw Zi?ba ,dyrektor Biura Pe?nomocnika Rz?du do spraw Programu dla Odry wraz ze wspó?pracownikami. ,,,,,,,,,1,,,,,,,,
1730,VI,OSZ,VI,146,,,Bogus?awa Kram, ,,,,,,,,,,,,,,,,,
1731,VI,OSZ,VI,146,,,Monika Kasprzyk,,,,,,,,,,,,,,,,,,
1732,VI,OSZ,VI,146,,, Kamil Mica?,,,,,,,,,,,,,,,,,,
1733,VI,OSZ,VI,146,,, Krystyna Paj?k, i,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1734,VI,OSZ,VI,146,,, Piotr Wójcik ,- z sekretariatu Komisji w Biurze Komisji Sejmowych. ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1735,VI,OSZ,VI,147,  - przedstawion? przez ministra infrastruktury 'Informacj? nt. realizacji ustawy o ustanowieniu programu wieloletniego &#187;Program ochrony brzegów morskich&#171; w 2009 r.' oraz 'Harmonogram realizacji ustawy o ustanowieniu programu wieloletniego &#187;Program ochrony brzegów morskich&#171; na 2010 r.' (druk nr 2934).  ,,Anna Wypych-Namiotko, podsekretarz stanu w Ministerstwie Infrastruktury wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1736,VI,OSZ,VI,147,,,Anna Stelmaszczyk-?wierczy?ska ,zast?pca dyrektora ds. technicznych Urz?du Morskiego w Gdyni ,,,,,,,,,,,1,,,,,,
1737,VI,OSZ,VI,147,,,Adam Borodziuk ,zast?pca dyrektora ds. technicznych Urz?du Morskiego w S?upsku ,,,,,,,,,,,1,,,,,,
1738,VI,OSZ,VI,147,,,Piotr Domaradzki ,g?ówny inspektor w Inspektoracie Ochrony Wybrze?a Urz?du Morskiego w Szczecinie ,,,,,,,,,,,1,,,,,,
