id,contact_country,sub_category,sub_category_title,acronym,name,main_category,cost_min,cost_max,cost_absolute,fte,acc_count,code,status,country,accredited
7316ee411e7b4818a9bb610b6165be9a,BE,31,"Non-governmental organisations, platforms and networks and similar",CEO,Corporate Europe Observatory,3,,,256929,7,2,5353162366-85,active,21,
3c086d1512f2414ab5b7db09480ec287,BE,31,"Non-governmental organisations, platforms and networks and similar",SOS Faim,SOS Faim Action pour le développement,3,,9999,,0.5,1,0505121548-50,active,21,
58dbf2c9a7aa4dc5a61a3f6122bd2077,IT,21,Companies & groups,FSI,FERROVIE DELLO STATO ITALIANE S.p.A.,2,400000,499999,,2.25,2,1954267427-31,active,108,
60f9d1e9dacf4702b6071405bc8e9dc2,FI,25,Trade and business organisations,,Finland Chamber of Commerce (Keskuskauppakamari),2,10000,24999,,0.5,0,5552918474-13,active,74,
709a5170c36f48eebe092e29f7b548bd,DE,25,Trade and business organisations,PKV,Verband der Privaten Krankenversicherung e.V.,2,100000,199999,,1.5,1,9280801581-95,active,82,
e7fe49ebd21d41df89e6d07ab06080eb,DE,31,"Non-governmental organisations, platforms and networks and similar",,Deutsche Kinderhilfe e.V.,3,,9999,,0.5,0,3202008579-94,active,82,
2f120f114f604169af12ac41b496b3f1,DE,21,Companies & groups,,Robert Bosch GmbH,2,1000000,1249999,,8.75,5,8999533555-91,active,82,
9b7dbc1fbc744134a794c2e37561230e,DE,25,Trade and business organisations,BWVL,"Bundesverband Wirtschaft, Verkehr und Logistik e.V.",2,,9999,,0.25,0,8040458320-85,active,82,
db85637320134f1e8b9f98e47eb236ba,DE,25,Trade and business organisations,BSI,Bundesverband der Deutschen Sportartikel-Industrie e.V.,2,,,15000,0.5,0,3302895297-86,active,82,
c655957e751848ebb4f7a0571c5b65a3,BE,31,"Non-governmental organisations, platforms and networks and similar",Seldia,Seldia - The European Direct Selling Association,3,,,533000,3,1,1710335466-15,active,21,
a792ffb8a98b4ba1b74d7fa590ab89e7,BE,25,Trade and business organisations,GIRP,European Healthcare Distribution Association,2,25000,49999,,0.5,5,0757172464-29,active,21,
dfd27d6ab71e427da61ef6dfc42819c0,BE,25,Trade and business organisations,RIAD,International Association of Legal Protection Insurance - RIAD,2,100000,199999,,1.5,0,5610333409-62,active,21,
f2bafb9f671d48fb8d19fce6090910d5,BE,25,Trade and business organisations,CPME,Standing Committee of European Doctors,2,800000,899999,,6.75,6,9276943405-41,active,21,
af0410faa82c416c950346f7c2ddab25,FR,26,Trade unions and professional associations,COOP de France,COOP de France,2,100000,199999,,2,1,9447162467-70,active,75,
a4c0409556c6413382152c8f5f4e72ab,DE,25,Trade and business organisations,ZDH,Zentralverband des Deutschen Handwerks e.V.,2,,,1400000,14,9,5189667783-94,active,82,
69c8b14508e54d1e9f26549451ba5ee3,PL,65,Transnational associations and networks of public regional or other sub-national authorities,UBC,Union of the Baltic Cities,6,,9999,,0.25,0,5216035819-77,active,176,
8062ef753f084de69c6966696f774f30,DK,25,Trade and business organisations,,Danish Shipping,2,400000,499999,,2.5,3,4518600611-48,active,59,
9e9541fbe4d34ffd9c390da7da521dac,BE,26,Trade unions and professional associations,CEPI,European Association of Real Estate Professions,2,100000,199999,,2.75,3,1094652600-90,active,21,
a2d60de0381747b0b5942a7d5d60723f,BE,11,Professional consultancies,B-M,Burson-Marsteller,1,4500000,4749000,,28,39,9155503593-86,active,21,
6f6288da282f4fb08f5e365c71643347,BE,25,Trade and business organisations,UNIFE,UNIFE,2,500000,599999,,6.5,6,9624415524-28,active,21,
fbfe0eef4df046629a2cf6037be13d1f,BE,13,Self-employed consultants,,CHORUSCONSULT,1,,9999,,0.25,0,85053651022-12,active,21,
6743cb7e69804277a6f6bb9514843c5d,BE,41,Think tanks and research institutions,EPC,European Policy Centre,4,2250000,2499999,,29.5,0,89632641000-47,active,21,
5252b2c6997843e4a044b95d80692782,DE,21,Companies & groups,DAI,Daimler Aktiengesellschaft,2,2500000,2749000,,7.75,4,2349218828-41,active,82,
57ec7a8764a84fd0a45901c82da6516e,ES,21,Companies & groups,,PUERTO DE CELEIRO S.A.,2,10000,24999,,1,0,47496301020-09,active,209,
6129a06e085749bda6b43885a6faa8d7,BE,25,Trade and business organisations,a.v.e.c.,"Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl",2,400000,499999,,0.75,2,9803788883-16,active,21,
b4051e62106e48b8a5f1adec355f4ba6,DE,27,Other in house lobbyists,DDGI,Deutscher Dachverband für Geoinformation e.V.,2,,9999,,0.75,0,0731402926-90,active,82,
ff4271260487424699da1875604a936b,DE,21,Companies & groups,,NRW.BANK,2,50000,99999,,5,2,1321739923-73,active,82,
ea6d2f29227542849f205ac3fd5cec52,IE,25,Trade and business organisations,Irish Funds,Irish Funds Industry Association CLG,2,300000,399999,,1.25,0,35890511033-58,active,105,
71a7a82e51974f33874c0d5707bf519b,BE,25,Trade and business organisations,,Febelfin,2,600000,699999,,3.25,0,1938561921-91,active,21,
2d4f828cebdf4827a362c77e14611c9c,SE,21,Companies & groups,Scania,Scania AB (publ),2,400000,499999,,3,0,3305029916-47,active,214,
93a9eaa407d942b5aa1d1ff7827bd281,CZ,31,"Non-governmental organisations, platforms and networks and similar",FBS,Frank Bold Society,3,,9999,,0.5,0,57221111091-19,active,58,
9c4596e162d9499a91fa0ee7d2028cc1,US,25,Trade and business organisations,ISDA,International Swaps and Derivatives Association,2,2000000,2249999,,6,4,46643241096-93,active,234,
a8576b369eed4c529ec8d055eece4dda,BE,31,"Non-governmental organisations, platforms and networks and similar",ECCJ,European Coalition for Corporate Justice,3,,,92362,1,4,48872621093-60,active,21,
f7369983dc014dc79e5183793bdb22fb,US,11,Professional consultancies,,APCO Worldwide,1,2500000,2749000,,6.75,30,81995781088-41,active,234,
fad762cef5ba4685937ab10626026631,CH,21,Companies & groups,Dow,Dow Europe GmbH,2,2000000,2249999,,5.5,4,38235121060-73,active,215,
3e31cda0fe45476ba54955caca5414e2,FR,21,Companies & groups,,AXA,2,600000,699999,,2.25,2,36423781099-10,active,75,
de7e109d94504d1fa25e7ee2edad7bf0,FR,21,Companies & groups,,MBDA,2,25000,49999,,0.5,1,87688971079-66,active,75,
27324dc44d6941d680fb8e13c70e7e07,NL,25,Trade and business organisations,ECMA,European Cigar Manufacturers Association,2,50000,99999,,0.5,2,92802501097-37,active,155,
0ce872f1e5d6403681ceed3e5e93fadc,BE,25,Trade and business organisations,,PensionsEurope,2,600000,699999,,3.75,4,5199259747-21,active,21,
a5b8c94828b046e6a8434a51f40b04ae,DE,25,Trade and business organisations,aba,aba Arbeitsgemeinschaft für betriebliche Altersversorgung,2,25000,49999,,0.5,0,2170743761-61,active,82,
ead6f08d6628429498c1fef6baabd93c,DE,25,Trade and business organisations,BDI,Bundesverband der Deutschen Industrie e.V.,2,2750000,2999999,,24.75,13,1771817758-48,active,82,
4193629ab768429489b9f3d8e7a21e13,DE,21,Companies & groups,,Bayer AG,2,,,1948000,12.25,9,3523776801-85,active,82,
233d1859a1304ddba9ba66f9d18ea994,DE,21,Companies & groups,,BASF SE,2,,,3200000,11.75,9,7410939793-88,active,82,
1ecc0fdb3acd4dd29ae30e9da906d746,CH,21,Companies & groups,,Tetra Pak International,2,200000,299999,,1.5,4,7574443768-34,active,215,
2998090f32d048a1942ea4f39b6a262f,BE,21,Companies & groups,,TOYOTA MOTOR EUROPE,2,400000,499999,,1.25,5,5378003762-62,active,21,
d0d85c78b1f2425086b7f18f72fb50a8,FR,26,Trade unions and professional associations,AGPB,Association Générale des Producteurs de Blé et autres céréales,2,,,100000,1,2,7291975775-43,active,75,
531f7bba168b4e5e9054dcbb868393e2,DE,21,Companies & groups,BMW Group,Bayerische Motoren Werke Aktiengesellschaft,2,1250000,1499999,,5.5,5,7193977808-18,active,82,
60239386204445e2b0fb38cada46b204,US,21,Companies & groups,,Microsoft Corporation,2,4500000,4749000,,8.5,5,0801162959-21,active,234,
b3345ef0984945439de2a24ad8caf00a,NL,21,Companies & groups,,Unilever,2,300000,399999,,2,2,6200524920-25,active,155,
2ddd444c1c6540d087bf364281c36639,CY,25,Trade and business organisations,CCCI,CYPRUS CHAMBER OF COMMERCE AND INDUSTRY,2,200000,299999,,6.5,0,3199368915-29,active,57,
86a5950213e247c9b97d4d0b58a0bcad,BE,25,Trade and business organisations,ACEA,Association des Constructeurs Européens d'Automobiles,2,2000000,2249999,,10,15,0649790813-47,active,21,
e3e0d84bb7a04c7abeb52143d8273b0c,US,21,Companies & groups,PFE,Pfizer Inc.,2,900000,999999,,2,5,4263301811-33,active,234,
90606614b4bd457eb461b600699ad78b,DK,21,Companies & groups,RI,Rockwool International A/S,2,100000,199999,,2.25,2,2301233810-42,active,59,
67fad604001945afaf78c21089b0a960,FR,21,Companies & groups,MFPM,Manufacture Française des Pneumatiques Michelin,2,800000,899999,,3,5,1413466815-09,active,75,
3a4a46331c6545d5afab46dc7b8a5b29,DE,31,"Non-governmental organisations, platforms and networks and similar",BGK e.V.,Bundesgütegemeinschaft Kompost e.V.,3,,9999,,0.25,0,64396831014-95,active,82,
05b6cf88781b4abea9ce0286c2a8552b,DE,27,Other in house lobbyists,EUROTRANS,European Committee of Associations of Manufacturers of Gears and Transmission Parts,2,25000,49999,,0.25,0,8449553739-37,active,82,
c988ef48e6924d02ab62ed0cf79a894d,BE,26,Trade unions and professional associations,ETUC,EUROPEAN TRADE UNION CONFEDERATION,2,1000000,1249999,,22.25,8,06698681039-26,active,21,
032d0ce7adbe4a2794c1ffd571dc675d,FR,21,Companies & groups,,THALES,2,,,300000,2.5,4,91711831031-23,active,75,
62134189bcca4aaf927933e3fcab7fb8,BE,25,Trade and business organisations,EBF,European Banking Federation,2,4000000,4249999,,15.25,15,4722660838-23,active,21,
e393f3beaa8a46b0b7076255892b6cdb,NL,31,"Non-governmental organisations, platforms and networks and similar",SOMO,Stichting Onderzoek Multinationale Ondernemingen,3,100000,199999,,3.25,0,70953241037-94,active,155,
0c028dac81c342109e76052fb3ad06da,SE,25,Trade and business organisations,SBA,Swedish Bankers´ Association,2,400000,499999,,4,0,53517281038-30,active,214,
a7345c768af44aeb832e4aecb06972f5,DE,25,Trade and business organisations,FEMIB,Federation of the European Building Joinery Associations (FEMIB),2,,9999,,0.25,0,51745531023-40,active,82,
58dc690abbf04692be87d8eb68ae31ee,DE,25,Trade and business organisations,WVMetalle,WirtschaftsVereinigung Metalle,2,,,500000,3.75,0,9002547940-17,active,82,
56c40ea82693417c8f2f2f4ec5dc74be,CA,21,Companies & groups,BRP,Bombardier Recreational Products,2,50000,99999,,1,0,53472261059-57,active,39,
fda4bbecddf84cf8b6918b78bd92fa91,BE,26,Trade unions and professional associations,EFFAT,"European Federation of Food, Agriculture and Tourism Trade Unions",2,100000,199999,,6,0,33130841043-14,active,21,
f18ef09129614010a0fa9cc77bb66f00,BE,21,Companies & groups,AGC,AGC Glass Europe,2,100000,199999,,2,1,26640451032-87,active,21,
5b5b66652410414085507d3691941fa1,CH,21,Companies & groups,,DuPont de Nemours International SARL,2,200000,299999,,1.75,1,3181166932-58,active,215,
7733930729fd446cbc0c95ed6160a091,GB,21,Companies & groups,GSK,GlaxoSmithKline,2,1500000,1749000,,4.75,4,7990322925-77,active,233,
56d6f03fe36349e2bfb4df34a3459902,FR,25,Trade and business organisations,UIMM,Union des Industries et Métiers de la Métallurgie,2,300000,399999,,1.25,1,29847341052-10,active,75,
fb6c4bb13ed44cb3aecdd5108c93acfb,FR,21,Companies & groups,SNCF,SNCF,2,500000,599999,,2.5,4,97914681026-14,active,75,
a42460d22a524d1993a732cdf642611f,NL,25,Trade and business organisations,,Eumedion,2,,,3000,0.25,0,65641341034-11,active,155,
5c775146d1c44aa4ba43505d379d1cde,DE,21,Companies & groups,SAG,Siemens AG,2,,,2764773,11.5,11,4266797770-31,active,82,
a912444711db4cc9959358080ea89ab4,AT,27,Other in house lobbyists,ÖNK,Österreichische Notariatskammer,2,25000,49999,,3,1,6475183729-37,active,14,
1692668f3755487fbec4c70989c00dbf,BE,25,Trade and business organisations,ECTAA,"ECTAA, Group of National Travel Agents' and Tour Operators' Associations within the EU",2,,,400000,3,4,88072891086-36,active,21,
475047876fda46bcae739492d55f9019,FR,25,Trade and business organisations,SYNALAF,Syndicat National des Labels Avicoles de France,2,,9999,,0.5,0,4815969728-48,active,75,
cd1f02b178854bd8b3d37ffe128ed485,FR,25,Trade and business organisations,ERPA,European Rural Poultry Association,2,,9999,,0.25,0,5235485727-61,active,75,
e4accd2fc7d647f2911fb4193afe5271,FR,25,Trade and business organisations,FedeLIS,"Fédération Label Rouge, IG et STG",2,,9999,,0.25,0,8565000726-06,active,75,
65d7ca93949643c7bedc367ea3f324fb,BE,25,Trade and business organisations,VBO / FEB,VERBOND VAN BELGISCHE ONDERNEMINGEN / FEDERATION DES ENTREPRISES DE BELGIQUE,2,400000,499999,,3.5,3,47676761061-93,active,21,
0565be43287f406d9eb234568fc0cbf8,DE,21,Companies & groups,,EVONIK INDUSTRIES AG,2,1750000,1999999,,7,9,5958991861-30,active,82,
da4554de4970447c82637f8233ef6b52,DE,31,"Non-governmental organisations, platforms and networks and similar",NABU,Naturschutzbund Deutschland e.V.,3,300000,399999,,13.5,2,0285583802-96,active,82,
19a89316c4524110b0d26bab3429f599,BE,25,Trade and business organisations,ETRMA,European Tyre & Rubber Manufacturers' Association,2,600000,699999,,3,3,6025320863-10,active,21,
b508e34565494ad98f6728441a2a1d0f,BE,11,Professional consultancies,H+K,Hill & Knowlton International Belgium,1,3000000,3249999,,13.5,14,3183894853-03,active,21,
6ffb9c63fb2444e68f24a2c8e26f8f43,BE,25,Trade and business organisations,ESTA,European Smoking Tobacco Association,2,500000,599999,,2.5,3,0138855852-93,active,21,
8ceb032c8a03470fabdc0522479325dd,FI,25,Trade and business organisations,EK,Confederation of Finnish Industries EK,2,400000,499999,,3,3,1274604847-34,active,74,
dfecf01a8a1145218776d29d24a1cb28,BE,25,Trade and business organisations,IVF,International Video Federation,2,100000,199999,,0.25,1,7013477846-25,active,21,
61d7474a9d8a4daabdc12e3bedddf61d,DE,25,Trade and business organisations,VÖB,Bundesverband Öffentlicher Banken Deutschlands,2,2750000,2999999,,19,5,0767788931-41,active,82,
daf30ed5c68f423ab4657d5a80222f56,BE,25,Trade and business organisations,,EuropaBio,2,200000,299999,,1,8,1298286943-59,active,21,
67ac613198d14041b8029f69003de435,US,21,Companies & groups,STT,State Street Corporation,2,700000,799999,,1.25,3,2428270908-83,active,234,
2284e8153cc745569a4d857d97a24a79,FR,25,Trade and business organisations,U.E.C.B.V.,Union Européenne du Commerce du Bétail et des Métiers de la Viande,2,500000,599999,,7,3,4422649896-52,active,75,
15e2eec5a31b41049281b322e354fea1,BE,25,Trade and business organisations,EuDA,European Dredging Association,2,,9999,,1.5,1,2492574893-58,active,21,
e4301df25681450aa614fda59840cf93,BE,26,Trade unions and professional associations,FVE,Federation of Veterinarians of Europe,2,600000,699999,,6,3,3959733732-78,active,21,
c1ffa9f508fc40dca860266b8b57ccf7,NL,21,Companies & groups,IKEA,IKEA Services B.V.,2,800000,899999,,6,3,1095068839-59,active,155,
f41c033b0d454af4a42d56c5a1c72201,BE,25,Trade and business organisations,CECCM,Confederation of European Community Cigarette Manufacturers,2,600000,699999,,1,2,1496873833-97,active,21,
b022f75f2df7447dbbd1acd36b95759e,BE,25,Trade and business organisations,EUCOLAIT,EUROPEAN ASSOCIATION OF DAIRY TRADE,2,100000,199999,,3,2,5159980776-55,active,21,
33d0106734344efeb98ec456bedfc5b4,US,21,Companies & groups,P&G,Procter & Gamble,2,600000,699999,,2,4,5519077766-10,active,234,
7568e4c7de3c439bb00159485a75b1e8,BE,11,Professional consultancies,,Interel European Affairs,1,4750000,4999999,,25.5,23,7028457765-59,active,21,
0184e66397a74dfda88df7fc064ac8f0,DE,31,"Non-governmental organisations, platforms and networks and similar",vzbv,Verbraucherzentrale Bundesverband,3,900000,999999,,35,22,2893800753-48,active,82,
093103c07dde41a1a29f06badba7b52b,FR,31,"Non-governmental organisations, platforms and networks and similar",Euromontana,Euromontana,3,100000,199999,,2,2,5446623780-39,active,75,
c11216c611d343aa9e4a988e4913f560,BE,25,Trade and business organisations,ESF,EUROPEAN SERVICES FORUM,2,200000,299999,,1,1,3562594969-02,active,21,
01af17b460014919b35072bb581ab9e3,BE,26,Trade unions and professional associations,CED,Council of European Dentists,2,400000,499999,,3,3,4885579968-84,active,21,
5154b37b6e0d410faa845848df291e92,BE,25,Trade and business organisations,,BUSINESSEUROPE,2,4000000,4249999,,30,19,3978240953-79,active,21,
b224d0670a7049dfa7af76c4b173e600,BE,27,Other in house lobbyists,EACB,European Association of Co-operative Banks,2,300000,399999,,10.5,10,4172526951-19,active,21,
be53c804b0634971adc1963ac37655ec,BE,25,Trade and business organisations,EUnited,European Engineering Industries Association,2,100000,199999,,2.25,2,0289344948-82,active,21,
60270f1bdd344af7928a4d01d8908d74,BE,25,Trade and business organisations,DSE,Direct Selling Europe,2,300000,399999,,2,2,9435658947-27,active,21,
b6130747a86a42048887d7ecf3af622f,US,21,Companies & groups,IBM,IBM Corporation,2,1750000,1999999,,5.75,2,7721359944-96,active,234,
1c99d264672842809504848e0932e192,DE,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",ZDF,Zweites Deutsches Fernsehen,6,300000,399999,,3,3,3209361971-85,active,82,
07c93afea5564df38a42734a16da3e8b,DE,25,Trade and business organisations,BGA,"Bundesverband Großhandel, Außenhandel, Dienstleistungen e. V.",2,100000,199999,,4.5,0,9922252784-95,active,82,
e51de06c03384f3291e5afedb3c97216,NO,21,Companies & groups,STL/STO,Statoil ASA,2,2500000,2749000,,7.5,6,4447605981-76,active,165,
7993836f4706476ca5a1151323d6a653,BE,25,Trade and business organisations,ESBG,European Savings and Retail Banking Group,2,200000,299999,,2.75,8,8765978796-80,active,21,
8a96fa0c628643c19af7de48862dcde3,FR,26,Trade unions and professional associations,FFTB,Fédération Française des Tuiles et Briques,2,50000,99999,,1.25,1,7705861978-33,active,75,
b2ca40cdd2424e3aafac7d5b6e003fe6,FR,21,Companies & groups,,TOTAL S.A.,2,1750000,1999999,,6,4,1849405799-88,active,75,
28e499c1bcab46d1827b404b97b4437c,BE,25,Trade and business organisations,DBF,Délégation des Barreaux de France,2,50000,99999,,0.5,5,0118191795-12,active,21,
00284f55e4c943f79bf15bcb811f86ca,AT,41,Think tanks and research institutions,FGL,Forschungsgruppe Lebensmittelsicherheit,4,,9999,,0.25,0,7574597868-95,active,14,
96e336e0277c43e7b1b6987c50935e81,DE,25,Trade and business organisations,BAVC,Bundesarbeitgeberverband Chemie e.V.,2,400000,499999,,3.25,3,3474944849-83,active,82,
5042a9468161463b952ba9c71c8f883f,NL,31,"Non-governmental organisations, platforms and networks and similar",SAVE Foundation,Safeguard for Agricultural Varieties in Europe,3,,9999,,1.5,0,1404621848-82,active,155,
7f0e3feb48cd408abf438809032148af,US,21,Companies & groups,,Intel Corporation,2,1250000,1499999,,5.5,1,7459401905-60,active,234,
b71cc91c27594e1f9e1705f7c6336e64,BE,25,Trade and business organisations,EEA,European Express Association,2,,,600000,3,0,1894704851-83,active,21,
354790b21c06470caf3b8cef66c756b5,BE,21,Companies & groups,Nordic PSB,Nordic Public Service Broadcasters,2,300000,399999,,2,1,2296515955-67,active,21,
0a7783ed69704c70924f7817b76abf1a,FR,26,Trade unions and professional associations,FEDEREC,FEDEREC - Federation des Entreprises du Recyclage,2,,9999,,1.25,0,6819349873-54,active,75,
85bb81cd45ab4509b01a66ff1dfffcf9,IT,25,Trade and business organisations,ANIA,Associazione Nazionale fra le Imprese Assicuratrici,2,,,530000,5,2,4756340957-20,active,108,
a081e34572434455ad33746447cf596d,IT,31,"Non-governmental organisations, platforms and networks and similar",AC,Altroconsumo,3,,9999,,1.75,0,3832920956-65,active,108,
c3a04f2d7d424153aee92b9124d42fb6,DE,21,Companies & groups,VKU,Verband Kommunaler Unternehmen e.V.,2,500000,599999,,5.25,5,1420587986-32,active,82,
d16e413a81e84fdcab0bcf2b81adaa3a,BE,26,Trade unions and professional associations,ETF,European Transport Workers' Federation,2,400000,499999,,5,10,92545571128-74,active,21,
