"id","contact_country","sub_category","sub_category_title","acronym","name","main_category","main_category_title","identification_code","members_fte","status"
"86368027c766451c9dae4db298b703d4",,13,"Self-employed consultants",,"Vittorio Scialla",1,"I - Professional consultancies/law firms/self-employed consultants","02234828184-95",1,"active"
"8636500dcf904fa3a2ed38c2618cd160",,31,"Non-governmental organisations, platforms and networks and similar","Antena Local","Federació de Mitjans de Comunicació Locals de Catalunya",3,"III - Non-governmental organisations","777596018253-80",3,"inactive"
"863514affba048dc8780409ddfe1597d",,21,"Companies & groups","INsig2","INsig2 d.o.o.",2,"II - In-house lobbyists and trade/professional associations","649747517707-28",9,"inactive"
"86321d2fc2fd47bb8dbb7f4fd8d93254",,25,"Trade and business organisations","CEEMET","Council of European Employers of the Metal, Engineering and Technology-based Industries",2,"II - In-house lobbyists and trade/professional associations","61370904700-45",6,"active"
"862e725f5bc740208b0abed15f3dffde",,25,"Trade and business organisations","ASF","Association française des sociétés Financières",2,"II - In-house lobbyists and trade/professional associations","97303386616-87",1.25,"active"
"86238ae96a8a4d7c944e66519fe36bbd",,21,"Companies & groups","CONLEGNO","CONLEGNO -  CONSORZIO SERVIZI LEGNO SUGHERO",2,"II - In-house lobbyists and trade/professional associations","842167112120-70",3,"active"
"8621d129edfd4f4db4d34f2d87ec1470",,21,"Companies & groups",,"Kesko Corporation",2,"II - In-house lobbyists and trade/professional associations","670048014882-93",0.25,"active"
"861883557a564194b3177f3f82ceb973",,31,"Non-governmental organisations, platforms and networks and similar","ESG","Euroscience Greek Regional Section",3,"III - Non-governmental organisations","77299414312-59",,"inactive"
"86176f4d638c470b959033814fca6751",,11,"Professional consultancies",,"Kreab",1,"I - Professional consultancies/law firms/self-employed consultants","1078390517-54",30,"active"
"86165b9a48aa45779113ab9f5cd07890",,31,"Non-governmental organisations, platforms and networks and similar","CRD","Center for Rural Development",3,"III - Non-governmental organisations","80953096167-94",,"inactive"
"8609cb3b19834109b411ea4b3f65f237",,25,"Trade and business organisations","DDHA","Danish District Heating Association/Dansk Fjernvarme",2,"II - In-house lobbyists and trade/professional associations","0893446630-97",0.75,"active"
"85ff8429b5234c8ebe22ff884be8a3fe",,22,"Trade, business & professional associations",,"Water UK",2,"II - In-house lobbyists and trade/professional associations","854883613045-45",,"inactive"
"85fb528e1a8d49d99c7b9fe8843a1123",,31,"Non-governmental organisations, platforms and networks and similar","KIGR","Polish Cahamber of Commerce and Vocational Rehabilitation",3,"III - Non-governmental organisations","651575511457-43",,"inactive"
"85f9e91d816d4c39bd1d92f2de842981",,25,"Trade and business organisations","Teleforum","Teleforum association",2,"II - In-house lobbyists and trade/professional associations","96013076605-54",0.75,"active"
"85f1e124ab5447db9c52ef2ba366d964",,31,"Non-governmental organisations, platforms and networks and similar","EYIF","European Young Innovators Forum",3,"III - Non-governmental organisations","167339718832-92",4,"active"
"85ef08108de247b18a78b9b10840bd5d",,21,"Companies & groups",,"ARKEMA",2,"II - In-house lobbyists and trade/professional associations","35321797057-83",0.25,"active"
"85eb7f9b106e4a3db3dd3f178eaedd04",,25,"Trade and business organisations","Freshfel","Freshfel Europe - the forum for the European fresh fruits and vegetables chain",2,"II - In-house lobbyists and trade/professional associations","1637225479-02",4.25,"active"
"85eb608d5d2b4c7ab8909708d8081cd4",,31,"Non-governmental organisations, platforms and networks and similar",,"Compassion in World Farming",3,"III - Non-governmental organisations","29843485008-42",,"inactive"
"85e2afc28fa6449db8b684335515ddab",,21,"Companies & groups",,"Nextage srl",2,"II - In-house lobbyists and trade/professional associations","334499013853-30",0.25,"inactive"
"85df564830ae4413829888f85dc10510",,41,"Think tanks and research institutions",,"EURO CONSEIL",4,"IV - Think tanks, research and academic institutions","82759977788-14",,"inactive"
"85d9a8042b0142efbf6278a4da4630b1",,31,"Non-governmental organisations, platforms and networks and similar","NTW","Nuclear Transparency Watch",3,"III - Non-governmental organisations","662425018879-32",0.75,"active"
"85d8f8e543a449e399b517dabce17d44",,31,"Non-governmental organisations, platforms and networks and similar","EFP","European Federation of Parasitologists",3,"III - Non-governmental organisations","728881117653-25",1,"active"
"85d7a96bfad44260be474cef3442857a",,22,"Trade, business & professional associations","TÜRKONFED","Turkish Enterprise and Business Confederation",2,"II - In-house lobbyists and trade/professional associations","132463213669-53",,"inactive"
"85d1b613c3654dc7a3e9bcb37bfc549c",,23,"Trade unions","AFIB","Association Française des Intermédiaires Bancaires",2,"II - In-house lobbyists and trade/professional associations","44519973869-73",,"inactive"
"85d02365576b48e880cd474d8845262c",,21,"Companies & groups","KBRV","Royal Belgian Shipowners' Association",2,"II - In-house lobbyists and trade/professional associations","97217841648-02",3.25,"inactive"
"85cf5fe7f8014c1f86894b83634fa069",,41,"Think tanks and research institutions","EBIS","European Bureau for Innovation and Science",4,"IV - Think tanks, research and academic institutions","755041513909-44",0.5,"active"
"85cc475381d94f759c8105302e0c66ea",,26,"Trade unions and professional associations","FVEM","Federación Vizcaína de Empresas del Metal",2,"II - In-house lobbyists and trade/professional associations","827902120675-11",2.25,"active"
"85ca8f7d1ce140eb957b5084ba103d6b",,21,"Companies & groups","Access Industries","Access Industries",2,"II - In-house lobbyists and trade/professional associations","066359416494-95",0.25,"inactive"
"85c98e6581c540e9885ddf9d1706da3d",,31,"Non-governmental organisations, platforms and networks and similar","NCC","The Norwegian Consumer Council",3,"III - Non-governmental organisations","857755911282-13",1,"inactive"
"85c7ab0dfa82482abfa5cb7d412d3010",,41,"Think tanks and research institutions","MTL","Making the Link Study Project Ltd",4,"IV - Think tanks, research and academic institutions","782093612123-92",0.25,"inactive"
"85c5709e8e46404ea5f6e832a19ebdc5",,27,"Other in house lobbyists",,"Copyswede ek. för.",2,"II - In-house lobbyists and trade/professional associations","331365419552-42",0.5,"active"
"85c4fc5accd04be2a380f2348890fad0",,21,"Companies & groups","CPL","Capture Power Limited",2,"II - In-house lobbyists and trade/professional associations","904695012954-74",0.25,"inactive"
"85c0fb6da3ff4cdda6860499fd473488",,26,"Trade unions and professional associations","ALI","ASOCIACION DE TITULADOS EN INGENIERIA INFORMATICA",2,"II - In-house lobbyists and trade/professional associations","796276121792-80",1.25,"active"
"85bf28f16c2948689f85f3613abf773e",,62,"Other public or mixed entities, etc.","Ica","Dr. Csiki Péterné",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","792225510022-56",,"inactive"
"85bcc731437940c8a2c8d830af7b503c",,11,"Professional consultancies","Stratox","Stratox Yrityspalvelut Oy",1,"I - Professional consultancies/law firms/self-employed consultants","948881920668-64",0.25,"active"
"85bb81cd45ab4509b01a66ff1dfffcf9",,25,"Trade and business organisations","ANIA","Associazione Nazionale fra le Imprese Assicuratrici",2,"II - In-house lobbyists and trade/professional associations","4756340957-20",5,"active"
"85b134637d3440f7a414c5d4d30587c5",,31,"Non-governmental organisations, platforms and networks and similar","Project AWARE","Project AWARE Foundation",3,"III - Non-governmental organisations","90649564350-78",0.5,"active"
"85b087a7571048a184c57641e6fd79d7",,25,"Trade and business organisations","VDB","Verband Deutscher Bürgschaftsbanken e.V.",2,"II - In-house lobbyists and trade/professional associations","85252491441-36",1.25,"active"
"85aeb3a7bc03424fbf77b9e9abd27e0f",,21,"Companies & groups",,"Rovio",2,"II - In-house lobbyists and trade/professional associations","899605715295-29",,"inactive"
"85accfae9c7b438091fb8e0e8c023ab4",,25,"Trade and business organisations","VUV","Vlaamse Uitgevers Vereniging",2,"II - In-house lobbyists and trade/professional associations","109770622351-38",0.25,"active"
"85ac0d2b0c974fec819baf589edba128",,26,"Trade unions and professional associations","UPFF","Union des Producteurs de Films Francophones",2,"II - In-house lobbyists and trade/professional associations","06976923829-30",0.75,"active"
"85a76626cbcd46d9b374bcc3e73186ab",,22,"Trade, business & professional associations",,"Börsenverein des Deutschen Buchhandels e.V.",2,"II - In-house lobbyists and trade/professional associations","043646212614-30",,"inactive"
"85a1bebe36644b33bd50683b0eab6fbe",,21,"Companies & groups","AGROSEGURO","AGRUPACION ESPAÑOLA DE ENTIDADES ASEGURADORAS DE LOS SEGUROS AGRARIOS COMBINADOS, S.A.",2,"II - In-house lobbyists and trade/professional associations","758771613740-81",,"inactive"
"85a0cba58b494b8db9a08ce3a6069b1f",,31,"Non-governmental organisations, platforms and networks and similar",,"Securitload, Lda",3,"III - Non-governmental organisations","441562511710-04",4.5,"inactive"
"859f72fd1f584ed494f66021bf0b830e",,31,"Non-governmental organisations, platforms and networks and similar","OS&O","stichting Open Source & Overheid",3,"III - Non-governmental organisations","742904918860-70",1,"active"
"85920458140d4f258b6cb69cdaaddaad",,31,"Non-governmental organisations, platforms and networks and similar","AirClim","Luftförorenings- och klimatsekretariatet",3,"III - Non-governmental organisations","83685894892-48",2,"active"
"858ef40b792640099222167ed67420f6",,25,"Trade and business organisations","CAP","Confederação dos Agricultores de Portugal",2,"II - In-house lobbyists and trade/professional associations","68374528625-72",3.5,"active"
"858e6b7516144022b04d807f0463393b",,31,"Non-governmental organisations, platforms and networks and similar",,"LobbyControl",3,"III - Non-governmental organisations","6314918394-16",1.25,"active"
"858684d8fda04aad8aad0e7ab8ffd894",,31,"Non-governmental organisations, platforms and networks and similar","ESU","European Syriac Union",3,"III - Non-governmental organisations","92293607693-72",0.25,"active"
"8584a5f3c73f4b8fbe6b3e6495766ef2",,25,"Trade and business organisations","EUTC","European Utilities Telecom Council",2,"II - In-house lobbyists and trade/professional associations","946269719768-62",0.25,"active"
"8583b793ffcb44b3a51707fc9b6b944a",,21,"Companies & groups","A.P.C.R.","Agenzia Palazzo Commercio e Ricerca",2,"II - In-house lobbyists and trade/professional associations","164820210035-22",0.25,"active"
"8582dbf04d9e44a7b6cd63dbee0d0d4c",,21,"Companies & groups","IS","Ideal Standard",2,"II - In-house lobbyists and trade/professional associations","07541266101-90",2.5,"active"
"857d9235cec24313bddaea490f266289",,41,"Think tanks and research institutions",,"Agora Energiewende",4,"IV - Think tanks, research and academic institutions","321342621105-20",1.25,"active"
"8573e55ea3ea4a57ad18bcd54f9f71a7",,25,"Trade and business organisations","ATTIA Ltd","Australian Tea Tree Industry Association",2,"II - In-house lobbyists and trade/professional associations","475877416789-69",0.25,"active"
"8571ea6f28a449b8bb1321ce7303003d",,21,"Companies & groups",,"BG Group",2,"II - In-house lobbyists and trade/professional associations","813541215184-21",0.25,"inactive"
"85690aa694344a42b0401cdf50185916",,21,"Companies & groups","ERA","The Educational Recording Agency Limited",2,"II - In-house lobbyists and trade/professional associations","144760419026-31",0.5,"active"
"8567e4a21a7442b38c81a144e03d5d82",,25,"Trade and business organisations","Foro Nuclear","Foro de la Industria Nuclear Española",2,"II - In-house lobbyists and trade/professional associations","260551919108-63",3,"active"
"85641b48c16f429d99f48aa635c4cd5d",,31,"Non-governmental organisations, platforms and networks and similar","SAFE","Safe Food Advocacy Europe",3,"III - Non-governmental organisations","104500414872-61",5,"active"
"8560868bc05a4b08b8b1f4a30f0ac301",,31,"Non-governmental organisations, platforms and networks and similar","GASNAM","Iberian Association of natural gas for mobility",3,"III - Non-governmental organisations","327820619585-36",2,"active"
"855ee220b9e6458e81be4d1fb4a4647e",,11,"Professional consultancies","Devant","Devant Limited",1,"I - Professional consultancies/law firms/self-employed consultants","347361114134-62",0.25,"active"
"85578baa1c054d1eae6427cbff8abc0d",,11,"Professional consultancies","2020","2020 Regulatory Consulting",1,"I - Professional consultancies/law firms/self-employed consultants","982155619971-41",1.5,"active"
"854eadbedcd240caa0a617193d37193a",,25,"Trade and business organisations","WVZ","Wirtschaftliche Vereinigung Zucker e.V.",2,"II - In-house lobbyists and trade/professional associations","22202595072-83",0.75,"active"
"854cea6f44b04b8788165669e7f75c69",,31,"Non-governmental organisations, platforms and networks and similar","C.R.E.L.","Club de Reconnaissance et d'Entraide aux Lévriers",3,"III - Non-governmental organisations","411657513624-65",0.75,"inactive"
"854be03481214414a70aacc3a428e18e",,31,"Non-governmental organisations, platforms and networks and similar","FEVR","European Federation of Road Traffic Victims",3,"III - Non-governmental organisations","47172565855-96",1,"active"
"854a35fbb50d45f5b841159b3c0ccbb3",,22,"Trade, business & professional associations","ST","Svenska Tecknare",2,"II - In-house lobbyists and trade/professional associations","336578813113-46",0.25,"inactive"
"8545dc254ca747aab80523c6acfd1c79",,31,"Non-governmental organisations, platforms and networks and similar","AIASM","ACCADEMIA  INTERNAZIONALE PER GLI ALTI STUDI DI MONGOLISTICA",3,"III - Non-governmental organisations","18839789393-53",,"inactive"
"8544c2c0cff346bd9d7b2a0efb4ce505",,13,"Self-employed consultants",,"AKA Advies",1,"I - Professional consultancies/law firms/self-employed consultants","431667810227-71",,"inactive"
"853d4df66c1c40a1b3e4ddef2c9a1208",,21,"Companies & groups","IBM ZRL","IBM Research GmbH",2,"II - In-house lobbyists and trade/professional associations","590598523223-68",0.25,"active"
"8536a8759c5f475fbbe5854ecca1997e",,21,"Companies & groups","Itedi","Italiana Editrice S.p.a.",2,"II - In-house lobbyists and trade/professional associations","377709522189-85",0.25,"active"
"852c961a9bee4c0884cbf01a37c43e56",,31,"Non-governmental organisations, platforms and networks and similar","REO","Ren Energioplysning",3,"III - Non-governmental organisations","075624711129-13",0.75,"active"
"852b7792c8ab4acfb8641859d21a5a60",,41,"Think tanks and research institutions",,"FONDAZIONE SANTA CHIARA ONLUS",4,"IV - Think tanks, research and academic institutions","276971010763-86",,"inactive"
"8525df325ef641dd9b1e5f4ec9dd48b3",239,31,"Non-governmental organisations, platforms and networks and similar","FUNDALIVINGSTON","FUNDACION DE COMUNICACIONES LATINOAMERICANAS DAVID LIVINGSTON",3,"III - Non-governmental organisations","858396414120-35",1000,"inactive"
"85254244140f4cd2bb105bf621b231d9",,65,"Transnational associations and networks of public regional or other sub-national authorities","E.H.R.A","Emirates Human Rights Association",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","156725316884-79",112.5,"active"
"852358c190e642beb449c4d29714843b",,22,"Trade, business & professional associations","ivSupra","Industrieverband Supraleitung e.V.",2,"II - In-house lobbyists and trade/professional associations","79205592912-35",,"inactive"
"851e0122b0644aebad3263d925b47ee0",,22,"Trade, business & professional associations","ASSOLATTE","Assosiazione Italiana Lattiero-casearia",2,"II - In-house lobbyists and trade/professional associations","187062212468-56",,"inactive"
"851b7e40b890424aa81e55ab7921fdd8",,22,"Trade, business & professional associations","CLEEE","Comité de liaison des entreprises ayant exercé leur éligibilité",2,"II - In-house lobbyists and trade/professional associations","3037757866-69",,"inactive"
"8519808c333345caab0d8dd6a56514bd",,25,"Trade and business organisations","CGPME","Confédération Générale des Petites et Moyennes Entreprises",2,"II - In-house lobbyists and trade/professional associations","74081206759-11",4,"active"
"8515557ff248468ebe2c28452fe7a203",,25,"Trade and business organisations","CIRFS","CIRFS: European Man-made Fibres Association",2,"II - In-house lobbyists and trade/professional associations","5691104733-95",6.5,"active"
"85133ea0c9554205b1acda9808610665",,61,"Local, regional and municipal authorities (at sub-national level)","PeCoE G.E.I.E","Peoples and Cities of Europe G.E.I.E.",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","714665314149-11",1.75,"inactive"
"8510fa91cc6d43b89f46552b7648dd43",,22,"Trade, business & professional associations","ACETO","ASOCIACIÓN PROVINCIAL DE COSEHEROS-EXPORTADORES DE TOMATES DE SANTA CRUZ DE TENERIFE",2,"II - In-house lobbyists and trade/professional associations","823226112235-91",,"inactive"
"850f4f95739c42d3966ccd6e5ad67256",,31,"Non-governmental organisations, platforms and networks and similar","CCLP Worldwide","The Chamber of Computer Logistics People Worldwide",3,"III - Non-governmental organisations","086049323181-49",6.5,"inactive"
"850eab46b2784cc388e8c985d651eda3",,11,"Professional consultancies","RT","RESPONSIBLE TECHNOLOGY",1,"I - Professional consultancies/law firms/self-employed consultants","496701816830-96",0.25,"active"
"850ce355033049a9b5ff0f5e1d011770",,21,"Companies & groups","EFSA","E.F. European Sola Financial",2,"II - In-house lobbyists and trade/professional associations","555816010957-93",,"inactive"
"850b0ddad86d40b393a449758627b43b",,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest","INC","Institut national de la consommation",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","21108575042-29",2.5,"inactive"
"8508b06946724823abd876fca50c2d97",,21,"Companies & groups",,"AIR LIQUIDE",2,"II - In-house lobbyists and trade/professional associations","94857385769-70",3,"active"
"85063426839f46f2b4565879a894f24e",,62,"Other public or mixed entities, etc.","b|z|n","Breitband Kompetenz Zentrum Niedersachsen",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","54932819212-09",,"inactive"
"8505ba2c8d6c4885a0957f421bee956d",,31,"Non-governmental organisations, platforms and networks and similar","AEPC","ASSOCIATION EUROPEENNE DES PROPELLER CLUBS",3,"III - Non-governmental organisations","460711614909-26",0.75,"inactive"
"84fcbd90c50648ab80a846d46c6e5ae0",,22,"Trade, business & professional associations","A.C.A.P.","Associazione Condominiale Amministratori Proprietari",2,"II - In-house lobbyists and trade/professional associations","833554613693-53",,"inactive"
"84eadd7795d744d2ba9ba6461f7ab6bd",,21,"Companies & groups","Nets","Nets Holding A/S",2,"II - In-house lobbyists and trade/professional associations","957544215973-15",0.5,"active"
"84e8226c78834e6cb598a0db61b434cf",,13,"Self-employed consultants",,"Kateryna SHALAYEVA",1,"I - Professional consultancies/law firms/self-employed consultants","45043649033-41",,"inactive"
"84e439346ea7476480d1d3682c712b4a",,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest","FedEpl","Fédération des Entreprises Publiques Locales",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","99200394154-95",1,"active"
"84dec50e5ff7492ea3b2262e746d447c",,22,"Trade, business & professional associations","BEMEFA","Beroepsvereniging van de mengvoederfabrikanten",2,"II - In-house lobbyists and trade/professional associations","257453911954-19",,"inactive"
"84da728e6c1c404d8de2a0a17bab1fb9",,31,"Non-governmental organisations, platforms and networks and similar","bvek","Bundesverband Emissionshandel und Klimaschutz",3,"III - Non-governmental organisations","631166016389-36",0.75,"active"
"84d7f423ac1b4ee8bb83c5b12afc1838",,21,"Companies & groups","SIDUL","SIDUL AÇÚCARES, UNIPESSOAL, LDA.",2,"II - In-house lobbyists and trade/professional associations","686614515317-96",0.5,"active"
"84d2a0aa080148cebf45bd3d4b87021b",,41,"Think tanks and research institutions","FMLC","Financial Markets Law Committee",4,"IV - Think tanks, research and academic institutions","587821318036-97",5.5,"active"
"84cde0fb62d84ce8a4b6c165c099d96b",,31,"Non-governmental organisations, platforms and networks and similar","EVF","Evert Vermeer Foundation",3,"III - Non-governmental organisations","65937322385-34",,"inactive"
"84c43f996af946f590e8a0a8434032b1",,21,"Companies & groups",,"SARL SP EUROPE",2,"II - In-house lobbyists and trade/professional associations","379827913046-85",,"inactive"
"84c2dc4290254a6ea22f8932a48fa571",,21,"Companies & groups","BAT","British American Tobacco",2,"II - In-house lobbyists and trade/professional associations","2427500988-58",2.5,"active"
"84c1663811ad476e817a484fa704f6fd",,25,"Trade and business organisations","AEVP","Associação das Empresas de Vinho do Porto",2,"II - In-house lobbyists and trade/professional associations","94320401142-27",0.5,"active"
"84bc6a8a71b04e8bb9c6d796d45c6e28",,31,"Non-governmental organisations, platforms and networks and similar","WIIFA","What's in it for Africa?",3,"III - Non-governmental organisations","845501222805-28",0.5,"active"
"84b06a1227004347b9b1d1777660397d",,25,"Trade and business organisations","BAI","Bundesverband Alternative Investments e.V.",2,"II - In-house lobbyists and trade/professional associations","218219812319-84",1,"active"
"84addf83d02a401799b9c89a1e859e8b",,21,"Companies & groups",,"Short Brothers plc, as representative of the Bombardier group",2,"II - In-house lobbyists and trade/professional associations","77415475552-55",2,"active"
"84a9698a286e4e74b7ebc79133aea585",,41,"Think tanks and research institutions",,"SVETILNIK - Društvo za promocijo svobode",4,"IV - Think tanks, research and academic institutions","320102314583-72",1,"inactive"
"84a4623acc4b4144b719983733c915d5",,31,"Non-governmental organisations, platforms and networks and similar","META-TRUST","META-TRUST AISBL",3,"III - Non-governmental organisations","051208813179-33",0.25,"active"
"849f227dc2654d1baef34ce4e3a6ff94",,13,"Self-employed consultants",,"Studio di Ingegneria Giuridica",1,"I - Professional consultancies/law firms/self-employed consultants","136717316881-33",0.25,"active"
"849edb6e5f124ae6ae4f8f4be6cbac6e",,26,"Trade unions and professional associations",,"Akavan Erityisalat",2,"II - In-house lobbyists and trade/professional associations","379789023027-20",0.25,"active"
"849c7bbe9e394cc1aac6ade1f681098d",,22,"Trade, business & professional associations","LAL","Finnish Bus and Coach Association - Linja-autoliitto",2,"II - In-house lobbyists and trade/professional associations","909125710446-28",,"inactive"
"8494c092c1e64db49b131578715ee570",,42,"Academic institutions","MPIL","Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht",4,"IV - Think tanks, research and academic institutions","862266415909-96",3.5,"inactive"
"847f908c55fc42678c36823bbf2c5d97",,31,"Non-governmental organisations, platforms and networks and similar","DGVWK","Deutsch-Georgischer Verein für Wirtschaft und Kultur e.V.",3,"III - Non-governmental organisations","640609517083-28",5,"inactive"
"847be047927248769ad880c4d53a3889",,31,"Non-governmental organisations, platforms and networks and similar",,"Swedish Corporate Governance Board",3,"III - Non-governmental organisations","30711584064-83",0.25,"inactive"
"847b4ac71edb4fb0bb572f10061ba5aa",,21,"Companies & groups","Soya UK","Soya UK Ltd",2,"II - In-house lobbyists and trade/professional associations","613828921333-39",0.25,"active"
"847b344f530b454e8e167fc5ed42b738",,21,"Companies & groups",,"MOULIN MARION",2,"II - In-house lobbyists and trade/professional associations","204364721584-09",1,"active"
"846cef795af94958a6fa67e95c121cd0",,21,"Companies & groups",,"Lenovo",2,"II - In-house lobbyists and trade/professional associations","238774916287-66",1,"active"
"8464470084c442c8ae3d33959cca96d2",,31,"Non-governmental organisations, platforms and networks and similar","POc","Partit Occitan",3,"III - Non-governmental organisations","859548210351-56",0.25,"active"
"8458fa5865664c3ea8565b5363155630",,11,"Professional consultancies",,"Leitner + Leitner",1,"I - Professional consultancies/law firms/self-employed consultants","192259015432-16",,"inactive"
"844fcd276c754f39a53f8e233962b909",,22,"Trade, business & professional associations","ATMIA","ATM Industry Association",2,"II - In-house lobbyists and trade/professional associations","877727513448-22",,"inactive"
"844daea760c642708f7e219e9a6958aa",,25,"Trade and business organisations",,"Börsenverein des Deutschen Buchhandels e.V.",2,"II - In-house lobbyists and trade/professional associations","008516317674-80",0.75,"active"
"84449b0948604213bec8ee85ccdb55fa",,22,"Trade, business & professional associations",,"Confconsumatori Lombardia",2,"II - In-house lobbyists and trade/professional associations","771364813310-13",,"inactive"
"843e46c7dbd649c88731cce33a263551",,13,"Self-employed consultants",,"Vanguard International and Government Affairs",1,"I - Professional consultancies/law firms/self-employed consultants","805061923162-03",0.5,"active"
"843dfc5382ae4c79af9bb66ed4df764a",,41,"Think tanks and research institutions","ASNOR","associazione nazionale orientatori",4,"IV - Think tanks, research and academic institutions","23164172419-24",0.5,"active"
"843c89dd7d89499d807b1d4446c39e10",,27,"Other in house lobbyists",,"Energy Saxony e.V.",2,"II - In-house lobbyists and trade/professional associations","066644321538-67",0.25,"active"
"843b4c05e4214cef93276bbab0084cd1",,21,"Companies & groups",,"SAVENCIA FROMAGE & DAIRY OVERSEAS",2,"II - In-house lobbyists and trade/professional associations","045994917182-64",0.25,"active"
"843291ebc1ac4a6c8d1fe6bd935c1098",,11,"Professional consultancies","Enproc","Enproc Pty Limited",1,"I - Professional consultancies/law firms/self-employed consultants","509342114024-12",1,"active"
"842ae895ba1f408d9b45c6547b8a85ea",,25,"Trade and business organisations","DK","Die Deutsche Kreditwirtschaft",2,"II - In-house lobbyists and trade/professional associations","52646912360-95",4.5,"active"
"8427bc7ba59c4faab8e974f60a08ae6b",,31,"Non-governmental organisations, platforms and networks and similar","JEF Brussels","Young European Federalists Brussels",3,"III - Non-governmental organisations","166968915217-20",1.5,"inactive"
"8427871ac5564511bc21ef33879e3cfb",,31,"Non-governmental organisations, platforms and networks and similar","Vadkacsa Egyesület","VADKACSA Leányfalui Gyermek Víziflotta Közhasznú Egyesület",3,"III - Non-governmental organisations","49769645622-66",,"inactive"
"8426e52c1c31463fb4b34fbd6634af4a",,21,"Companies & groups","PGE SA","PGE Polska Grupa Energetyczna Spółka Akcyjna",2,"II - In-house lobbyists and trade/professional associations","937028810566-17",,"inactive"
"8417a6616d074f94aa471ecf618d0b02",,13,"Self-employed consultants","LaN","Lobbying and Networking enterprise",1,"I - Professional consultancies/law firms/self-employed consultants","92920795195-67",,"inactive"
"8417846e5cf347bf88e426dd055d2c00",,31,"Non-governmental organisations, platforms and networks and similar","DEV","Deutscher Erfinderverband e.V.",3,"III - Non-governmental organisations","334262521285-87",129,"inactive"
"841261e7a89848fb81f68f11ad65e3c0",,25,"Trade and business organisations","VDB","Verband Deutscher Büchsenmacher und Waffenfachhändler",2,"II - In-house lobbyists and trade/professional associations","518923821636-75",0.25,"active"
"840cecee9acc406886ce01d0aa125c19",,31,"Non-governmental organisations, platforms and networks and similar","DSW","Deutsche Schutzvereinigung für Wertpapierbesitz e.V.",3,"III - Non-governmental organisations","880020819551-97",0.5,"active"
"840b63801bb04c34b297e63c6ebdf0f1",,31,"Non-governmental organisations, platforms and networks and similar","EED","European Endowment for Democracy",3,"III - Non-governmental organisations","986644617102-08",2.5,"active"
"8409bc83c3044df4b0f30852d6316c6c",,21,"Companies & groups",,"Opower-UK LTD",2,"II - In-house lobbyists and trade/professional associations","29998399550-65",0.75,"active"
"84018574eaf14fa688cd8cab816f4257",,31,"Non-governmental organisations, platforms and networks and similar","EDEN","European Distance and E-Learning Network",3,"III - Non-governmental organisations","582473623421-72",7,"active"
"84006b20c06d440aad1e7df437c52236",,25,"Trade and business organisations","EOA","European Oilseed Alliance",2,"II - In-house lobbyists and trade/professional associations","265299815747-31",0.5,"active"
"83f8aea2ec0f45c0ad66519dbb27f2e3",,13,"Self-employed consultants",,"Avvocato Stefania Treglia",1,"I - Professional consultancies/law firms/self-employed consultants","994736621405-81",1,"active"
"83f4e3a7d79143b69dc628d0e2212054",,31,"Non-governmental organisations, platforms and networks and similar","UAS","Universum Academy Switzerland",3,"III - Non-governmental organisations","198007521198-38",200,"inactive"
"83ef42d49ada4204a035b0109debf067",,31,"Non-governmental organisations, platforms and networks and similar","ECOVAST","European Council for the Village and Small Town",3,"III - Non-governmental organisations","83348423395-20",0.5,"active"
"83e91ba62b974863801de470a3354580",,25,"Trade and business organisations","ANIE","Federazione Nazionale Imprese Elettrotecniche ed Elettroniche",2,"II - In-house lobbyists and trade/professional associations","74070773644-23",2.5,"active"
"83e893f4263a42279134610abf6266ad",,12,"Law firms",,"ENDROIT AVOCAT SELAS",1,"I - Professional consultancies/law firms/self-employed consultants","283712118398-86",0.25,"active"
"83df7d7a96c8490a84d089b3ae409558",,31,"Non-governmental organisations, platforms and networks and similar","EAPC","European Association for Palliative Care",3,"III - Non-governmental organisations","006087021537-90",0.25,"active"
"83d725fe7d8e47c88b85accfdf3e5290",,42,"Academic institutions","INS Vall d'Hebron","Institut Vall d'Hebron",4,"IV - Think tanks, research and academic institutions","935361419911-56",0.25,"inactive"
"83d0a15edaa3476ca24e7875e4730f95",,42,"Academic institutions","ETH Zürich","ETH Zürich",4,"IV - Think tanks, research and academic institutions","701189115301-43",125,"active"
"83d06ab0d6654894814acbfb6179a9de",,21,"Companies & groups",,"Enviva, LP",2,"II - In-house lobbyists and trade/professional associations","30170355551-68",,"inactive"
"83cdd4553ebb41d68fa6f79373dd0141",,21,"Companies & groups",,"Standard Chartered Bank",2,"II - In-house lobbyists and trade/professional associations","16595501800-80",2,"active"
"83cd1bb2ff9a492b903ae7030a118221",,21,"Companies & groups",,"TeliaSonera",2,"II - In-house lobbyists and trade/professional associations","35170646789-81",,"inactive"
