ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
51,Máire Geoghegan-Quinn,,Ireland,ALDE,Fiana Fail ,European Commission,"Research, Innovation and Science","Co chair, at the invitation of the Irish authorities, a review team on gender equality in Irish higher education institutions ",Elected office & public sector,Public authorities,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2132-EN-F1-1.PdF,,,“the role is non-remunerated but...”,,,24/06/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2132-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2135/response/7621/attach/3/annexes.Democratic Partyf,
52,László Andor,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Andor%2C_L%C3%A1szl%C3%B3-9469.jpg/330px-Andor%2C_L%C3%A1szl%C3%B3-9469.jpg,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Advisory Board of the DIKTYO-network ,"Think tanks, research and academic institutions",Think tanks,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that Mr ANDOR abstained from any lobbying of the Commission and its departments, should any of the aforementioned organisations decide to get involved in specific projects relating to his former portfolio and ask for financing from the European Union; ",unpaid,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,
53,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Advisory Board of the European Policy Centre ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that Mr ANDOR abstained from any lobbying of the Commission and its departments, should any of the aforementioned organisations decide to get involved in specific projects relating to his former portfolio and ask for financing from the European Union; ",unpaid,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=89632641000-47
54,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Board of Advisors of RAND Europe ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that Mr ANDOR abstained from any lobbying of the Commission and its departments, should any of the aforementioned organisations decide to get involved in specific projects relating to his former portfolio and ask for financing from the European Union; ",unpaid,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=055428317246-43
55,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Education/research activity at the Hertie School of Governance ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,,paid  ,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,
56,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",member of the Board of Trustees of Friends of Europe ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that Mr ANDOR abstained from any lobbying of the Commission and its departments, should any of the aforementioned organisations decide to get involved in specific projects relating to his former portfolio and ask for financing from the European Union; ",unpaid,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
57,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Scientific Advisory Council of the Institute of Political History (Politikatörténeti Intézet) ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that Mr ANDOR abstained from any lobbying of the Commission and its departments, should any of the aforementioned organisations decide to get involved in specific projects relating to his former portfolio and ask for financing from the European Union; ",unpaid,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,
58,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Teaching activity at the Institute for European Studies at the Université Libre de Bruxelles ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,,paid  ,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1693/response/6136/attach/3/documents.Democratic Partyf,
59,László Andor,,Hungary,S&D,Hungarian Socialist Party,European Commission,"Employment, Social Affairs and Inclusion",Member Board of Directors for ECAS ,"Non-governmental organisations, platforms and networks and similar",NGOs,Yes,,?,,?,?,,,?,?,?,?,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=47003483702-10
60,Karel de Gucht,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Karel-de-gucht.jpg/330px-Karel-de-gucht.jpg,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,Member of the European Advisory Board of the leading equity provider CVC Capital Partners ,Private Sector,Companies and Groups,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,"provided that Mr DE GUCHT protected the collective responsibility and confidentiality in respect of matters covered by the Commission during his term of office, and refrained from lobbying the Commission and/or its departments on behalf that company within eighteen months of leaving office. ",“The envisaged activity will be non-remunerated but that Mr De Gucht may have access to … [text not published]”,,,15/04/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/5/KdG%202.Democratic Partyf  + http://www.asktheeu.org/en/request/1945/response/7351/attach/2/KdG%202.Democratic Partyf,
61,Karel de Gucht,,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,Director of ArcelorMittal,Private Sector,Companies and Groups,Yes,,http://www.asktheeu.org/en/request/karel_de_gucht_arcelormittal#incoming-9775,,No authorisation required as 18 month authorisation and lobby ban has now ended,paid  ,,,-,?,http://www.asktheeu.org/en/request/karel_de_gucht_arcelormittal#incoming-9775,http://corporateeurope.org/revolvingdoorwatch/cases/karel-de-gucht,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=23527541824-60
62,Karel de Gucht,,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,Member of the Management Board of Belgacom (now known as Proximus),Private Sector,Companies and Groups,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,"provided that Mr DE GUCHT refrained from lobbying the Commission and/or its departments for eighteen months after leaving the Commission on behalf of Belgacom, and that he protected collective responsibility and confidentiality in respect of matters covered by the Commission during his two terms of office; ",paid  ,,,18/03/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/3/KdG%201.Democratic Partyf + http://www.asktheeu.org/en/request/1877/response/6915/attach/3/KdG%201.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=537380918401-76
63,Karel de Gucht,,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,Member of the Management Board of Merit Capital NV,Private Sector,Companies and Groups,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,,unpaid (but already a shareholder),,,18/03/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/3/KdG%201.Democratic Partyf + http://www.asktheeu.org/en/request/1877/response/6915/attach/3/KdG%201.Democratic Partyf,
64,Karel de Gucht,,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,President of the Institute of European Studies at the Vrije Universiteit Brussel ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,,unpaid,,,18/03/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1877/response/6915/attach/3/KdG%201.Democratic Partyf,
65,Karel de Gucht,,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,Professor of European Law at the Vrije Universiteit Brussel ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,providing Mr DE GUCHT protected collective responsibility and confidentiality in respect of matters covered by the Commission during his term of office ,paid  ,,,18/03/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/3/KdG%201.Democratic Partyf,
66,Karel de Gucht,,Belgium,ALDE,Open Flemish Liberals and Democrats,European Commission,Trade,President of the board of the Brussels Institute of European Studies,"Think tanks, research and academic institutions",Academic,No,,,,,,,,,,http://www.ies.be/staff/management,,
67,José Manuel Barroso,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jose_Manuel_Barroso%2C_EU-kommissionens_ordforande%2C_under_ett_mote_i_Folketinget_2006-05-19_%281%29.jpg/330px-Jose_Manuel_Barroso%2C_EU-kommissionens_ordforande%2C_under_ett_mote_i_Folketinget_2006-05-19_%281%29.jpg,Portugal,EPP,Social Democratic Party,European Commission,President,Non-executive chairman of Goldman Sachs International + advisor to Goldman Sachs,Private Sector,Companies and Groups,Yes,,http://www.goldmansachs.com/media-relations/press-releases/current/jose-manuel-barroso-appointed.html,,No authorisation required as 18 month authorisation and lobby ban has now ended,paid  ,,,08/07/2016,no,http://www.goldmansachs.com/media-relations/press-releases/current/jose-manuel-barroso-appointed.html,,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=701266814986-18
68,José Manuel Barroso ,,Portugal,EPP,Social Democratic Party,European Commission,President,Chairman of the UEFA Foundation for children ,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,,unpaid,,,16/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1694/response/6137/attach/3/annexes.Democratic Partyf,
69,José Manuel Barroso ,,Portugal,EPP,Social Democratic Party,European Commission,President,Member of Board of Advisors of Georgetown University’s McDonough School of Business (Washington) ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,,unpaid,,,16/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1694/response/6137/attach/3/annexes.Democratic Partyf,
